BRAWNY BEARS,COTTON,NIJO,STOCK,70,5/25/17,5/25/17,,,15002,,,0,-1,-1,,COTTON
BRONZE POPPIES,COTTON,NIJO,STOCK,57.35,2/6/17,2/6/17,,,105011,,,0,-1,-1,,COTTON
BRONZE POPPIES,COTTON,NIJO,STOCK,130,2/6/17,2/6/17,,,105012,,,0,-1,-1,,COTTON
BRONZE POPPIES,COTTON,NIJO,STOCK,117,2/6/17,2/6/17,,,105013,,,0,-1,-1,,COTTON
BRONZE POPPIES,COTTON,NIJO,STOCK,141,2/6/17,2/6/17,,,105014,,,0,-1,-1,,COTTON
BRONZE POPPIES,COTTON,NIJO,STOCK,99,2/6/17,2/6/17,,,105015,,,0,-1,-1,,COTTON
BRONZE POPPIES,COTTON,NIJO,STOCK,150,2/6/17,2/6/17,,,105016,,,0,-1,-1,,COTTON
BRONZE POPPIES,COTTON,NIJO,STOCK,110,2/6/17,2/6/17,,,105017,,,0,-1,-1,,COTTON
BROWN,LINER,NIJO,PO# 2.22.17P,183.4,2/6/17,2/6/17,,,,,,0,0,0,,PUL
BROWN,LINER,NIJO,PO#1.16.17P,21.1,2/6/17,2/6/17,,,,,,0,0,0,,PUL
BROWN,LINER,NIJO,PO#3.16.17,62.7,2/6/17,2/6/17,,,,,,0,0,0,,PUL
BROWN,LINER,NIJO,PO# 4.18.17P,29.7,2/6/17,2/6/17,,,,,,0,0,0,,PUL
BROWN,LINER,NIJO,STOCK,60.6,2/6/17,2/6/17,,,15211,,,0,-1,-1,,PUL
BROWN,LINER,NIJO,STOCK,100,3/27/17,3/27/17,,,15201,,,0,-1,-1,,PUL
BROWN,LINER,NIJO,STOCK,100,3/27/17,3/27/17,,,15202,,,0,-1,-1,,PUL
BROWN,LINER,NIJO,STOCK,100,5/2/17,5/2/17,,,15203,,,0,-1,-1,,PUL
BROWN,LINER,NIJO,STOCK,89,5/2/17,5/2/17,,,15204,,,0,-1,-1,,PUL
BROWN DOTS,COTTON,NIJO,PO#1.16.17P,4.7,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
BROWN DOTS,COTTON,NIJO,STOCK,37.21,2/6/17,2/6/17,,,127001,,,0,-1,-1,,COTTON
BROWN NYLON,NYLON,NIJO,STOCK,30.08,2/6/17,2/6/17,,,4501,,,0,-1,-1,,NYLON
BUBBLE GUM,FLANNEL,NIJO,PO#1.16.17P,30.08,2/6/17,2/6/17,,,,,,0,0,0,,FLANNEL
BURLY BEAVERS,COTTON,NIJO,PO#1.16.17P,6.2,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
BUTTER,LINER,NIJO,PO# 2.22.17P,148.9,2/6/17,2/6/17,,,,,,0,0,0,,PUL
BUTTER,LINER,NIJO,STOCK,44.1,2/6/17,2/6/17,,,7202,,,0,-1,-1,,PUL
BUTTER,LINER,NIJO,STOCK,100,3/27/17,3/27/17,,,7203,,,0,-1,-1,,PUL
CAMO,COTTON,NIJO,PO# 2.22.17P,13.6,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CAMO,COTTON,NIJO,PO# 4.18.17P,8,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CAMO,COTTON,NIJO,PO#3.16.17,39.3,2/6/17,2/6/17,,,,,,0,0,0,,COTTON
CAMO,COTTON,NIJO,STOCK,94.3,2/6/17,2/6/17,,,143014,,,0,-1,-1,,COTTON
CAMO,COTTON,NIJO,STOCK,100,2/6/17,2/6/17,,,143015,,,0,-1,-1,,COTTON
CAMO,COTTON,NIJO,STOCK,100,2/6/17,2/6/17,,,143016,,,0,-1,-1,,COTTON
CAMO,COTTON,NIJO,STOCK,86,2/6/17,2/6/17,,,143017,,,0,-1,-1,,COTTON
CAMO,COTTON,NIJO,STOCK,116,2/6/17,2/6/17,,,143018,,,0,-1,-1,,COTTON
CAMO,COTTON,NIJO,STOCK,100,2/6/17,2/6/17,,,143019,,,0,-1,-1,,COTTON
CAMO,COTTON,NIJO,STOCK,100,2/6/17,2/6/17,,,143020,,,0,-1,-1,,COTTON
CAMO LINER,LINER,NIJO,PO# 2.22.17P,6.9,2/6/17,2/6/17,,,,,,0,0,0,,PUL
